,adult,budget,genres,id,imdb_id,original_title,overview,poster_path,revenue,title,vote_average,vote_count,imdbURL,tmdbURL,ImageURL
634,FALSE,0,Comedy,287305,tt0117312,Peanuts – Die Bank zahlt alles,,/wpk30SvRHmjC2plgKHZXxG0FlKd.jpg,0,Peanuts – Die Bank zahlt alles,4,1,https://www.imdb.com/title/tt0117312/,https://www.themoviedb.org/movie/287305,https://image.tmdb.org/t/p/original/wpk30SvRHmjC2plgKHZXxG0FlKd.jpg
636,FALSE,0,"Drama, Romance",12652,tt0113947,Nelly & Monsieur Arnaud,"Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher.",/vtQl8XRlR0YRAHSZvBweMeePrVu.jpg,0,Nelly and Monsieur Arnaud,7.1,16,https://www.imdb.com/title/tt0113947/,https://www.themoviedb.org/movie/12652,https://image.tmdb.org/t/p/original/vtQl8XRlR0YRAHSZvBweMeePrVu.jpg
637,FALSE,46000000,"Drama, Thriller, Mystery, War",10684,tt0115956,Courage Under Fire,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",/lPAzGRgc2afaGsYwFX7Iez8gzmq.jpg,100860818,Courage Under Fire,6.2,240,https://www.imdb.com/title/tt0115956/,https://www.themoviedb.org/movie/10684,https://image.tmdb.org/t/p/original/lPAzGRgc2afaGsYwFX7Iez8gzmq.jpg
638,FALSE,80000000,"Adventure, Action, Thriller",954,tt0117060,Mission: Impossible,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",/vmj2PzTLC6xJvshpq8SlaYE3gbd.jpg,457696359,Mission: Impossible,6.7,2677,https://www.imdb.com/title/tt0117060/,https://www.themoviedb.org/movie/954,https://image.tmdb.org/t/p/original/vmj2PzTLC6xJvshpq8SlaYE3gbd.jpg
639,FALSE,0,"Drama, Comedy",68445,tt0109028,Á köldum klaka,A Japanese businessman travels to Iceland and has a series of misadventures while venturing to a remote area to perform a traditional burial ritual where his parents died several years back.,/4aytLuIicECojFIJCqaLk1fj1rf.jpg,0,Cold Fever,7.7,6,https://www.imdb.com/title/tt0109028/,https://www.themoviedb.org/movie/68445,https://image.tmdb.org/t/p/original/4aytLuIicECojFIJCqaLk1fj1rf.jpg
640,FALSE,0,"Drama, Romance",18989,tt0117071,Moll Flanders,"The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive priest lead Moll to rebel as a teenager, escaping to the dangerous streets of London. Further misfortunes drive her to accept a job as a prostitute from the conniving Mrs. Allworthy. It is there that Moll first meets Hibble, who is working as Allworthy's servant but takes a special interest in the young woman's well-being. With his help, she retains hope for the future, ultimately falling in love with an unconventional artist who promises the possibility of romantic happiness.",/xR1Whba2hyUpKCa0FE18hVCG9jb.jpg,0,Moll Flanders,6.2,19,https://www.imdb.com/title/tt0117071/,https://www.themoviedb.org/movie/18989,https://image.tmdb.org/t/p/original/xR1Whba2hyUpKCa0FE18hVCG9jb.jpg
641,FALSE,0,Comedy,10801,tt0117788,Das Superweib,,/AbhMKCh3fV5PY2B9uSPF1DWEvq2.jpg,0,The Superwife,5.3,7,https://www.imdb.com/title/tt0117788/,https://www.themoviedb.org/movie/10801,https://image.tmdb.org/t/p/original/AbhMKCh3fV5PY2B9uSPF1DWEvq2.jpg
642,FALSE,0,"Horror, Mystery, Thriller",54285,tt0112257,삼공일 삼공이,"Two obsessive-compulsives, a chef and an anorexic writer, are neighbors in an apartment building. The chef (301) tries to entice her neighbor to eat with fabulous meals. The writer (302) refuses to eat, and this refusal begins a turbulent relationship that forces both women to delve into their pasts of torment.",/jQ2ZukcQMpVytK2uZHQs6az07ed.jpg,0,"301, 302",6.2,10,https://www.imdb.com/title/tt0112257/,https://www.themoviedb.org/movie/54285,https://image.tmdb.org/t/p/original/jQ2ZukcQMpVytK2uZHQs6az07ed.jpg
643,FALSE,57000000,Fantasy,8840,tt0116136,DragonHeart,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",/5bqI54aIyPDzPKkScwJprzbAsIi.jpg,115267375,DragonHeart,6.4,553,https://www.imdb.com/title/tt0116136/,https://www.themoviedb.org/movie/8840,https://image.tmdb.org/t/p/original/5bqI54aIyPDzPKkScwJprzbAsIi.jpg
645,FALSE,0,Drama,124625,tt0117117,My Mother's Courage,"The deportation of 4000 Jews from Budapest to Auschwitz in July 1944, as told by George Tabori, and how the narrator's mother escaped it, owing to coincidence, courage and some help from where you'd least expect it.",/xxhP6gUVA6lcHuv0CpOyRixnuPY.jpg,0,My Mother's Courage,0,0,https://www.imdb.com/title/tt0117117/,https://www.themoviedb.org/movie/124625,https://image.tmdb.org/t/p/original/xxhP6gUVA6lcHuv0CpOyRixnuPY.jpg
646,FALSE,0,"Action, Comedy",11107,tt0116168,Eddie,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima",/xl4WRePyVL9GYEnGmOSKbU0Hd8g.jpg,0,Eddie,5.4,46,https://www.imdb.com/title/tt0116168/,https://www.themoviedb.org/movie/11107,https://image.tmdb.org/t/p/original/xl4WRePyVL9GYEnGmOSKbU0Hd8g.jpg
647,FALSE,0,"Drama, Comedy",16417,tt0111787,Yankee Zulu,"Two South African boys, one white, Rhino, and one black, Zulu, go their separate ways after an incident. Many years later, they meet up again as adults, when one, after living for years in the United States, is now a wanted criminal. The two end up being a part of a madcap chase involving a check for a large amount of lottery money, pursued by Gen. Diehard and Rhino's ex-wife Rowena, who was the cause of the rift between the two protagonists.",/jO8pKUjBMqkaoBHY0EXLYWSmvth.jpg,0,Yankee Zulu,6,4,https://www.imdb.com/title/tt0111787/,https://www.themoviedb.org/movie/16417,https://image.tmdb.org/t/p/original/jO8pKUjBMqkaoBHY0EXLYWSmvth.jpg
648,FALSE,0,,70934,tt0112509,Billy's Holiday,"This movie is all about a normal guy called Billy Apples. He is a social drinker and sometimes lead singer of a band. While he is doing all of this, he still manages to bring up his teenage daughter. One night while sitting at home Billy finds that he has a talent! He finds that he is able to sing like his idol, 50's singer Billie Holiday. From there he is going places, from huge live performances to even cutting a hit record, but in the end he must make a choice between the life he has, and the life he once knew. Written by Graham Wilson Jr",/hzfHtsJrzoqwdEPooW1pqjBbRFU.jpg,0,Billy's Holiday,0,0,https://www.imdb.com/title/tt0112509/,https://www.themoviedb.org/movie/70934,https://image.tmdb.org/t/p/original/hzfHtsJrzoqwdEPooW1pqjBbRFU.jpg
649,FALSE,0,"Crime, Drama, Thriller",10363,tt0054189,Plein soleil,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",/j4rWy2N6Aew0Az8KQkXiBvQog3E.jpg,0,Purple Noon,7.3,73,https://www.imdb.com/title/tt0054189/,https://www.themoviedb.org/movie/10363,https://image.tmdb.org/t/p/original/j4rWy2N6Aew0Az8KQkXiBvQog3E.jpg
650,FALSE,0,"Romance, Comedy, Drama",161070,tt0115591,August,"Set in 1890s North Wales over a long, hot August weekend, the Victorian calm of a household is suddenly upset with the arrival of a London couple who impose their city ways and thoughts on the more rurally based family. An adaptation of Anton Chekhov's play, ""Uncle Vanya.""",/lyLhUHsiZedxjQnjR41afnGBIGj.jpg,0,August,5.3,3,https://www.imdb.com/title/tt0115591/,https://www.themoviedb.org/movie/161070,https://image.tmdb.org/t/p/original/lyLhUHsiZedxjQnjR41afnGBIGj.jpg
651,FALSE,38000000,"Adventure, Animation, Family",10539,tt0116683,James and the Giant Peach,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",/fDfgO1jkPAIX9ZbXka9XcOfDWl3.jpg,28921264,James and the Giant Peach,6.2,375,https://www.imdb.com/title/tt0116683/,https://www.themoviedb.org/movie/10539,https://image.tmdb.org/t/p/original/fDfgO1jkPAIX9ZbXka9XcOfDWl3.jpg
652,FALSE,0,"Drama, Thriller, Romance",10543,tt0116287,Fear,A 16 year old girl takes up with a charming young man who quickly shows his colors when he beats a friend simply for walking with her and then goes totally ballistic after she tries to break up with him.,/reA4wlTY9qGwryVftscFT2q0ZLK.jpg,0,Fear,6.1,157,https://www.imdb.com/title/tt0116287/,https://www.themoviedb.org/movie/10543,https://image.tmdb.org/t/p/original/reA4wlTY9qGwryVftscFT2q0ZLK.jpg
653,FALSE,0,Comedy,18414,tt0116768,Kids in the Hall: Brain Candy,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",/lmqflLkz11OqcHVmj7JtGsFF6JX.jpg,0,Kids in the Hall: Brain Candy,5.9,26,https://www.imdb.com/title/tt0116768/,https://www.themoviedb.org/movie/18414,https://image.tmdb.org/t/p/original/lmqflLkz11OqcHVmj7JtGsFF6JX.jpg
654,FALSE,13000000,"Comedy, Crime, Drama",47502,tt0116269,Faithful,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",/hGimJZmyw8SR27dxCoK6xIHiqKx.jpg,9789900,Faithful,4.8,4,https://www.imdb.com/title/tt0116269/,https://www.themoviedb.org/movie/47502,https://image.tmdb.org/t/p/original/hGimJZmyw8SR27dxCoK6xIHiqKx.jpg
655,FALSE,14000000,"War, Drama, Comedy",11902,tt0114787,Podzemlje,"Black marketeers Marko (Miki Manojlovic) and Blacky (Lazar Ristovski) manufacture and sell weapons to the Communist resistance in WWII Belgrade, living the good life along the way. Marko's surreal duplicity propels him up the ranks of the Communist Party, and he eventually abandons Blacky and steals his girlfriend. After a lengthy stay in a below-ground shelter, the couple reemerges during the Yugoslavian Civil War of the 1990s as Marko realizes that the situation is ripe for exploitation.",/bnrLsunhGI5FO316sSThtAHikdV.jpg,0,Underground,7.5,143,https://www.imdb.com/title/tt0114787/,https://www.themoviedb.org/movie/11902,https://image.tmdb.org/t/p/original/bnrLsunhGI5FO316sSThtAHikdV.jpg
656,FALSE,0,"War, Drama, Romance",27098,tt0113720,Lust och fägring stor,This film is set in 1943 when the whole of Europe was embroiled in WWII. It deals with attraction of a 15 year old boy Stig to his teacher Viola. The whole movie revolves around the sexual encounters between Stig and Viola and how he eventually grows out of it.,/uJD0PvYGAa1IoZBsX4E6GQ4K2In.jpg,0,All Things Fair,6.1,23,https://www.imdb.com/title/tt0113720/,https://www.themoviedb.org/movie/27098,https://image.tmdb.org/t/p/original/uJD0PvYGAa1IoZBsX4E6GQ4K2In.jpg
657,FALSE,0,"Action, Thriller",25087,tt0112536,Bloodsport II,"After thief Alex Cardo gets caught while stealing an ancient katana in East Asia, he soon finds himself imprisoned and beaten up by the crowd there. One of the guards, Demon, feels upset by Alex appearance and tortures him as often as he gets the opportunity. Alex finds a friend and mentor in the jailhouse, Master Sun, who teaches him a superior fighting style called Iron Hand. When a 'best of the best kumite' is to take place, Demon gets an invitation. Now Master Sun and Alex need to find a way to let Alex take part in the kumite too.",/4jrgoLBgQgzeMZUCzSgy6SRWmf.jpg,684351,Bloodsport II,5.2,23,https://www.imdb.com/title/tt0112536/,https://www.themoviedb.org/movie/25087,https://image.tmdb.org/t/p/original/4jrgoLBgQgzeMZUCzSgy6SRWmf.jpg
658,FALSE,0,Drama,5801,tt0048473,পথের পাঁচালী,"The film is a coming-of-age story of a young boy named Apu, and life in his small Indian village in the early years of the 20th century. Apu is born to a poor Brahmin family in Bengal. His father Harihar is a priest who dreams of becoming a successful poet and a playwright; he does not earn enough, but the mother Sarbajaya keeps the family going. Because of their limited resources, Sarbajaya resents having to share her home with Harihar's elderly cousin: the old and helpless cripple Indir. Apu's sister Durga is always getting into trouble for stealing guavas from the neighbour's orchards for Indir. She cares for Apu like a good older sister but loves to affectionately tease him. Together, they make do with what they have and enjoy the simple joys of life.",/frZj5djlU9hFEjMcL21RJZVuG5O.jpg,536364,Pather Panchali,7.9,63,https://www.imdb.com/title/tt0048473/,https://www.themoviedb.org/movie/5801,https://image.tmdb.org/t/p/original/frZj5djlU9hFEjMcL21RJZVuG5O.jpg
659,FALSE,0,Drama,896,tt0052572,অপুর সংসার,Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding....,/6Tz1Q69o2n3Zwb0ZffzPL0nFt2T.jpg,16000,The World of Apu,8.2,40,https://www.imdb.com/title/tt0052572/,https://www.themoviedb.org/movie/896,https://image.tmdb.org/t/p/original/6Tz1Q69o2n3Zwb0ZffzPL0nFt2T.jpg
660,FALSE,0,"Comedy, Science Fiction",3065,tt0117128,Mystery Science Theater 3000: The Movie,"The mad and evil scientist, Dr. Clayton Forrester, has created an evil little scheme that is bound to give him world global domination but first things first. He plans to torment Mike Nelson and the robots by sending them a real stinker of a film to watch called, ""This Island Earth."" He is convinced that this movie will drive them insane. Will this be the ultimate cheese that breaks the boys' spirits?",/kBI3kM9kB5E97I7iwsG0z0WAQhb.jpg,0,Mystery Science Theater 3000: The Movie,7,71,https://www.imdb.com/title/tt0117128/,https://www.themoviedb.org/movie/3065,https://image.tmdb.org/t/p/original/kBI3kM9kB5E97I7iwsG0z0WAQhb.jpg
661,FALSE,0,,318177,tt0114616,Tarantella,"Academy Award winner Mira Sorvino plays photographer Diane Di Sorella in this poignant homecoming story. When her mother dies suddenly, Diane must return to her New Jersey home after years of being estranged from her family. Among her Italian-American neighbors, Diane connects with her heritage. When she reads the journal her mother (Maryann Urbano) kept as a young woman, Diane finally begins to understand her own relationship with her mother.heritage.",/qyrwmuuyfR9by2ECs5WIlP0Zntt.jpg,0,Tarantella,0,0,https://www.imdb.com/title/tt0114616/,https://www.themoviedb.org/movie/318177,https://image.tmdb.org/t/p/original/qyrwmuuyfR9by2ECs5WIlP0Zntt.jpg
662,FALSE,80000000,"Animation, Comedy, Drama, Family, Fantasy",2300,tt0117705,Space Jam,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",/bJhVLribUKCrKv1h1WFqv4QmRWM.jpg,250200000,Space Jam,6.5,1335,https://www.imdb.com/title/tt0117705/,https://www.themoviedb.org/movie/2300,https://image.tmdb.org/t/p/original/bJhVLribUKCrKv1h1WFqv4QmRWM.jpg
663,FALSE,9000000,Science Fiction,8069,tt0062711,Barbarella,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",/fntrx2BzHkdSNFe5jkgP09XsK7g.jpg,2500000,Barbarella,5.7,149,https://www.imdb.com/title/tt0062711/,https://www.themoviedb.org/movie/8069,https://image.tmdb.org/t/p/original/fntrx2BzHkdSNFe5jkgP09XsK7g.jpg
664,FALSE,0,"Thriller, Action, Drama",288173,tt0110061,Hostile Intentions,"A weekend of fun becomes a fight for survival when three American women land in a Mexican jail. After being sexually molested by the guards, they attempt to escape with the help of a fellow prisoner.",/mYczVE82Qyp2mSGawL8YfGgK2n2.jpg,0,Hostile Intentions,8,1,https://www.imdb.com/title/tt0110061/,https://www.themoviedb.org/movie/288173,https://image.tmdb.org/t/p/original/mYczVE82Qyp2mSGawL8YfGgK2n2.jpg
665,FALSE,0,"Comedy, Horror, Science Fiction",187851,tt0140614,They Bite,Aliens who've come to earth to spawn deep beneath the ocean begin terrorizing a Florida beach community. An ichthyologist and a young filmmaker team up to uncover the mystery of these monsters from the deep--before they strike again.,/2r3ST0wtPkAPSeFBA0gJ0Fed1ST.jpg,0,They Bite,5.5,1,https://www.imdb.com/title/tt0140614/,https://www.themoviedb.org/movie/187851,https://image.tmdb.org/t/p/original/2r3ST0wtPkAPSeFBA0gJ0Fed1ST.jpg
666,FALSE,0,"Drama, Thriller",27768,tt0108181,Some Folks Call It a Sling Blade,"25 years after committing a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and listens in horror about his life leading up to the crime. This is the short film that inspired the full-length ""Sling Blade""",/xUegt6UYUtE8OIfl504pSammNMm.jpg,0,Some Folks Call It a Sling Blade,7.5,8,https://www.imdb.com/title/tt0108181/,https://www.themoviedb.org/movie/27768,https://image.tmdb.org/t/p/original/xUegt6UYUtE8OIfl504pSammNMm.jpg
667,FALSE,0,"Drama, Romance",221917,tt0114307,The Run of the Country,"An Irish lad (Matt Keeslar) who fled from his oppressive, widowed father (Albert Finney) falls for a girl (Victoria Smurfit) from an affluent family.",/ngOBDDwr5CpzFx9IJljq1CfOGt3.jpg,0,The Run of the Country,8,2,https://www.imdb.com/title/tt0114307/,https://www.themoviedb.org/movie/221917,https://image.tmdb.org/t/p/original/ngOBDDwr5CpzFx9IJljq1CfOGt3.jpg
668,FALSE,220000,"Drama, Science Fiction, Mystery",8072,tt0058898,"Alphaville, une étrange aventure de Lemmy Caution","An American private-eye, arrives in Alphaville, a futuristic city on another planet which is ruled by an evil scientist named Von Braun, who has outlawed love and self-expression.",/fFJP3D5fJDFxN7ChqSye1DZ0fTL.jpg,0,Alphaville,6.8,100,https://www.imdb.com/title/tt0058898/,https://www.themoviedb.org/movie/8072,https://image.tmdb.org/t/p/original/fFJP3D5fJDFxN7ChqSye1DZ0fTL.jpg
669,FALSE,0,Drama,35797,tt0082206,Coup de torchon,"In 1938 in the french West Africa, Lucien Cordier is a weak and corrupted policeman despised by the local bad boys. His wife is openly cheating on him and he hasn't got any self-respect anymore. But when comes the occasion, his revenge will be terrible.",/4pOSyEPzj3CaJLaKh5bO3NKdA4W.jpg,0,Coup de Torchon,6.8,21,https://www.imdb.com/title/tt0082206/,https://www.themoviedb.org/movie/35797,https://image.tmdb.org/t/p/original/4pOSyEPzj3CaJLaKh5bO3NKdA4W.jpg
670,FALSE,0,"Documentary, Foreign",88030,tt0111430,Tigrero: A Film That Was Never Made,"In 1993, Sam Fuller takes Jim Jarmusch on a trip into Brazil's Mato Grosso, up the River Araguaia to the village of Santa Isabel Do Morro, where 40 years before, Zanuck had sent Fuller to scout a location and write a script for a movie based on a tigrero, a jaguar hunter. Sam hopes to find people who remember him, and he takes film he shot in 1954. He's Rip Van Winkle, and, indeed, a great deal changed in the village. There are televisions, watches, and brick houses. But, the same Karajá culture awaits as well. He gathers the villagers to show his old film footage, and people recognize friends and relatives, thanking Fuller for momentarily bringing them back to life.",/cQjmj5hMD8MXPFAQn2mHZRKtJiA.jpg,0,Tigrero: A Film That Was Never Made,7.5,4,https://www.imdb.com/title/tt0111430/,https://www.themoviedb.org/movie/88030,https://image.tmdb.org/t/p/original/cQjmj5hMD8MXPFAQn2mHZRKtJiA.jpg
671,FALSE,0,,185191,tt0107727,L'oeil de Vichy,"Directed by French filmmaker Claude Chabrol, this documentary examines Nazi and Vichy newsreels and propaganda films from World War II meant to turn the French against the Jews and the Allied Forces and into Nazi sympathizers.  This movie is only made of archive pictures: the official newsreels that were broadcasted on French movie screens during 1940 and 1944 (the Occupation).",/rGVuwm4zf7ZQUJ889G6mbSf0Izl.jpg,0,The Eye of Vichy,0,0,https://www.imdb.com/title/tt0107727/,https://www.themoviedb.org/movie/185191,https://image.tmdb.org/t/p/original/rGVuwm4zf7ZQUJ889G6mbSf0Izl.jpg
672,FALSE,0,"Horror, Drama, Thriller",83857,tt0081759,Windows,"Shire is the subject of a perverse obsession by a Lesbian neighbor, Andrea, who not only is in lust with her but hires a rapist in order to get audio tapes of her moaning. Ashley turns pepping tom and watches Shire with a telescope as she begins an affair with Det. Cortese.",/1JaMXfXuVfkt3QMATaZE1jblaKk.jpg,0,Windows,5.8,9,https://www.imdb.com/title/tt0081759/,https://www.themoviedb.org/movie/83857,https://image.tmdb.org/t/p/original/1JaMXfXuVfkt3QMATaZE1jblaKk.jpg
673,FALSE,0,Drama,33245,tt0113443,It's My Party,A gathering of friends. A gift of love. A celebration of life.,/xoWV9Mv0dKV0h0AuIdGKHRvOk9Z.jpg,0,It's My Party,6.2,9,https://www.imdb.com/title/tt0113443/,https://www.themoviedb.org/movie/33245,https://image.tmdb.org/t/p/original/xoWV9Mv0dKV0h0AuIdGKHRvOk9Z.jpg
674,FALSE,0,"Drama, Romance",124460,tt0109491,Country Life,"Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920s. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly brilliant) literary critic in London. Action begins when Alexander returns with his beautiful young wife Deborah, revealing himself as an arrogant failure and wanting to sell the farm out from under Jack. Blakemore introduces themes about Australia's separation from England, as well as expanding the pacifist and ecological philosophies espoused by the local Doctor Max Askey.",/s961qNIvQYGbHc7NbgqmFBocL4U.jpg,0,Country Life,8,1,https://www.imdb.com/title/tt0109491/,https://www.themoviedb.org/movie/124460,https://image.tmdb.org/t/p/original/s961qNIvQYGbHc7NbgqmFBocL4U.jpg
675,FALSE,0,"Action, Adventure, Comedy, Family",27281,tt0114048,Operation Dumbo Drop,"Five Green Berets stationed in Vietnam in 1968 grudgingly undertake the mission of a lifetime -- to secretly transport an 8,000-pound elephant through 200 miles of rough jungle terrain. High jinks prevail when Capt. Sam Cahill promises the Montagnard villagers of Dak Nhe that he'll replace their prized elephant in time for an important ritual. But for Capt. T.C. Doyle, the mission becomes a jumbo-sized headache!",/rHOyYYMSxMUcKFvX1qgV0wcpjf8.jpg,0,Operation Dumbo Drop,4.7,37,https://www.imdb.com/title/tt0114048/,https://www.themoviedb.org/movie/27281,https://image.tmdb.org/t/p/original/rHOyYYMSxMUcKFvX1qgV0wcpjf8.jpg
676,FALSE,0,"Drama, Romance",105045,tt0111613,Das Versprechen,"East-Berlin, 1961, shortly after the erection of the Wall. Konrad, Sophie and three of their friends plan a daring escape to Western Germany. The attempt is successful, except for Konrad, who remains behind. From then on, and for the next 28 years, Konrad and Sophie will attempt to meet again, in spite of the Iron Curtain. Konrad, who has become a reputed Astrophysicist, tries to take advantage of scientific congresses outside Eastern Germany to arrange encounters with Sophie. But in a country where the political police, the Stasi, monitors the moves of all suspicious people (such as Konrad's sister Barbara and her husband Harald), preserving one's privacy, ideals and self-respect becomes an exhausting fight, even as the Eastern block begins its long process of disintegration.",/5WFIrBhOOgc0jGmoLxMZwWqCctO.jpg,0,The Promise,5,1,https://www.imdb.com/title/tt0111613/,https://www.themoviedb.org/movie/105045,https://image.tmdb.org/t/p/original/5WFIrBhOOgc0jGmoLxMZwWqCctO.jpg
677,FALSE,25000000,"Comedy, Romance, Drama",40001,tt0117104,Mrs. Winterbourne,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",/4XNWsXCv7vY04RzxyUrN7zWHlxU.jpg,10070000,Mrs. Winterbourne,5.5,26,https://www.imdb.com/title/tt0117104/,https://www.themoviedb.org/movie/40001,https://image.tmdb.org/t/p/original/4XNWsXCv7vY04RzxyUrN7zWHlxU.jpg
678,FALSE,0,"Action, Adventure, Science Fiction, Thriller",29621,tt0117688,Solo,"An android fighting-machine (Mario Van Peebles) is charged with destroying a small brigade of rebels in a Latin American war who are fighting to maintain their freedom and protect their village. Contrary to his programming, Peebles decides to stay and assist the rebels in their plight. Having gained this information, his ""creators"" develop a more powerful android to try and defeat him.",/qYKL8PCgQhZaGbyNJ7nWH0Tloy4.jpg,0,Solo,3.9,18,https://www.imdb.com/title/tt0117688/,https://www.themoviedb.org/movie/29621,https://image.tmdb.org/t/p/original/qYKL8PCgQhZaGbyNJ7nWH0Tloy4.jpg
679,FALSE,0,"Drama, Foreign",117730,tt0109751,Etz Hadomim Tafus,,/1zhHLVPlDK4c6sW3df65rB5Dite.jpg,0,Under The Domim Tree,6.5,2,https://www.imdb.com/title/tt0109751/,https://www.themoviedb.org/movie/117730,https://image.tmdb.org/t/p/original/1zhHLVPlDK4c6sW3df65rB5Dite.jpg
680,FALSE,0,"Action, Thriller",20762,tt0117774,The Substitute,"After he did some jobs for CIA, ex-marine John Shale is visiting his high school love Jane. She's now a teacher in Columbus High School in Miami. Soon after his arriving Jane has her knee cap broken while jogging. After that, John decides to go undercover as her substitute in high school. Very soon he finds out that gang named Kings of Destruction is terrorizing the school.",/jlhe2SKWqW3F7BEQl3sOkgXLtkW.jpg,0,The Substitute,5.8,60,https://www.imdb.com/title/tt0117774/,https://www.themoviedb.org/movie/20762,https://image.tmdb.org/t/p/original/jlhe2SKWqW3F7BEQl3sOkgXLtkW.jpg
681,FALSE,0,"Crime, Mystery, Thriller",37144,tt0114736,True Crime,"Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has a addiction to mystery novels and detective magazines (hence the title of the movie), which inspire her to do her own detective work. When she starts snooping around on the case of a murderer of teenage girls, it gets her in hot water with her mentor Detective Jerry Gunn. But it also starts a team up with police cadet Tony Campbell. The two work together to find the murderer. But the closer Mary gets to solving the murder, the more danger she puts herself in of being the next victim.",/5lxz78SFABXeT89Wcr7MHJXBDB5.jpg,0,True Crime,5.1,7,https://www.imdb.com/title/tt0114736/,https://www.themoviedb.org/movie/37144,https://image.tmdb.org/t/p/original/5lxz78SFABXeT89Wcr7MHJXBDB5.jpg
682,FALSE,0,"Crime, Drama, Romance, Thriller",48260,tt0112604,Butterfly Kiss,"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the women at the cash desk not to be Judith, because Eunice is eccentric, angry and extreme dangerous. One day she meets Miriam, hard of hearing and a little ingenuous, who feels sympathy for Eunice and takes her home. Miriam is very impressed by Eunice's fierceness and willfulness and follows her on the search for Judith. Shocked by Eunice's cruelty she tries to make her a better person, but she looses ground herself.",/tIN2dXB01aKycVqhcQ2PKTuQIhV.jpg,0,Butterfly Kiss,7.4,5,https://www.imdb.com/title/tt0112604/,https://www.themoviedb.org/movie/48260,https://image.tmdb.org/t/p/original/tIN2dXB01aKycVqhcQ2PKTuQIhV.jpg
683,FALSE,0,"Action, Comedy, Drama, Thriller",12656,tt0116289,Feeling Minnesota,"Sam Clayton's (Vincent D'Onofrio) marriage to ex-stripper Freddie (Cameron Diaz) comes about when she's strong-armed into the match by Red (Delroy Lindo), a club proprietor who once did her a favor. But Freddie falls in love with Jiaks (Keanu Reeves), Sam's brother, and the pair tries to escape the situation together. It isn't long before both Sam and Red catch up with them, resulting in threats against the two of them -- although tension also starts to build between Sam and Red.",/t7s9kxuSXnf3GwpK2dMzwv4Xcnn.jpg,0,Feeling Minnesota,5.5,29,https://www.imdb.com/title/tt0116289/,https://www.themoviedb.org/movie/12656,https://image.tmdb.org/t/p/original/t7s9kxuSXnf3GwpK2dMzwv4Xcnn.jpg
684,FALSE,0,"Drama, Romance",38867,tt0109593,Delta of Venus,"A struggling American writer and a fellow American expatriate begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II.",/tV3GHas7BjqjNB6ta4SvL4TS6fv.jpg,62949,Delta of Venus,3.3,5,https://www.imdb.com/title/tt0109593/,https://www.themoviedb.org/movie/38867,https://image.tmdb.org/t/p/original/tV3GHas7BjqjNB6ta4SvL4TS6fv.jpg
